name|city|state|address|suggestion
Gold's Gym|Brooklyn|OH|6700 Biddulph Rd|It is a good idea to provide some exercise class in  your gym.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	You should create some children-friendly facility to attract customers.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Sportball|Tempe|AZ|6111 S All America Way|Your should hold more facilities for woman. 	Your staff should be more qualified, responsible and hospitable.	We suggest you make the price of the gym reasonable.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Tumbleweed Recreation Center|Chandler|AZ|745 E Germann Rd|It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We recommend that you make your room more comfortable.	It is a good idea to provide some exercise class in  your gym.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Estrella Gymnastics|Goodyear|AZ|14200 W Van Buren St, Ste C101|A clean tiny bar can be added in your gym to provide delicious food, which will make the place decent.	You should create some children-friendly facility to attract customers.	Your staff should be more qualified, responsible and hospitable.	We recommend you to provide bike parking place and direct them clearly.	We recommend that you provide some place to look after pets when people exercise in your gym.
Pure Barre - North Scottsdale|Phoenix|AZ|7000 East Mayo Blvd, Ste 3|It is a good idea to provide some exercise class in  your gym.	A clean tiny bar can be added in your gym to provide delicious food, which will make the place decent.	We suggest that you should provide a convenient and effective refund channel.	Parking lot and its directive are important, you should provide them to customers.
Anytime Fitness|Oregon|WI|845 Market St, Unit 2|The distance between your gym and residents is an issue. Please move to more popular districts.	Parking lot and its directive are important, you should provide them to customers. 	We suggest you make the price of the gym reasonable.	We recommend you provide some special appointment service for customers.
Youfit Health Clubs|Phoenix|AZ|1515 Bethany Home Rd|We suggest you make the price of the gym reasonable.	 We recommend you to improve gyms's service quality.	Contact is crucial, you should always keep in touch with custommers through phone or e-mail.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.
Extreme Fitness|Toronto|ON|319 Yonge St|Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code M4K 2P7.	We recommend you to set you gym's signs clear.	Your staff should be more qualified, responsible and hospitable.
Total Body Fitness|Brampton|ON|8 Ellen Street|We recommend you to develop a good membership system.	Your staff should be more qualified, responsible and hospitable.	It's time to clean you gym.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
Knockout Fitness|Goodyear|AZ|13215 W McDowell Rd|We suggest you make the price of the gym reasonable.	Customers sometimes complain about your gym's location. You could open branches at or move your gym to some popular district such as places near postal code 85338.	It is too crowded in your gym, you should expand it to improve customers' experience and make more profit.	We recommend you provide some special appointment service for customers.	Parking lot and its directive are important, you should provide them to customers.	You should create some kids-friendly area to accomodate kids and separate kids from exercise area.
